"","X","yearID","lgID","teamID","franchID","Rank","G","R","AB","H","HR"
"1970",1970,1987,"AL","DET","DET",1,162,896,5649,1535,225
"1971",1971,1987,"AL","TOR","TOR",2,162,845,5635,1514,215
"1972",1972,1987,"AL","ML4","MIL",3,162,862,5625,1552,163
"1973",1973,1987,"AL","NYA","NYY",4,162,788,5511,1445,196
"1974",1974,1987,"AL","BOS","BOS",5,162,842,5586,1554,174
"1975",1975,1987,"AL","BAL","BAL",6,162,729,5576,1437,211
"1976",1976,1987,"AL","CLE","CLE",7,162,742,5606,1476,187
"1977",1977,1987,"AL","MIN","MIN",1,162,786,5441,1422,196
"1978",1978,1987,"AL","KCA","KCR",2,162,715,5499,1443,168
"1979",1979,1987,"AL","OAK","OAK",3,162,806,5511,1432,199
"1980",1980,1987,"AL","SEA","SEA",4,162,760,5508,1499,161
"1981",1981,1987,"AL","CHA","CHW",5,162,748,5538,1427,173
"1982",1982,1987,"AL","CAL","ANA",6,162,770,5570,1406,172
"1983",1983,1987,"AL","TEX","TEX",6,162,823,5564,1478,194
"1984",1984,1987,"NL","SLN","STL",1,162,798,5500,1449,94
"1985",1985,1987,"NL","NYN","NYM",2,162,823,5601,1499,192
"1986",1986,1987,"NL","MON","WSN",3,162,741,5527,1467,120
"1987",1987,1987,"NL","PHI","PHI",4,162,702,5475,1390,169
"1988",1988,1987,"NL","PIT","PIT",4,162,723,5536,1464,131
"1989",1989,1987,"NL","CHN","CHC",6,161,720,5583,1475,209
"1990",1990,1987,"NL","SFN","SFG",1,162,783,5608,1458,205
"1991",1991,1987,"NL","CIN","CIN",2,162,783,5560,1478,192
"1992",1992,1987,"NL","HOU","HOU",3,162,648,5485,1386,122
"1993",1993,1987,"NL","LAN","LAD",4,162,635,5517,1389,125
"1994",1994,1987,"NL","ATL","ATL",5,161,747,5428,1401,152
"1995",1995,1987,"NL","SDN","SDP",6,162,668,5456,1419,113
"1996",1996,1988,"AL","BOS","BOS",1,162,813,5545,1569,124
"1997",1997,1988,"AL","DET","DET",2,162,703,5433,1358,143
"1998",1998,1988,"AL","ML4","MIL",3,162,682,5488,1409,113
"1999",1999,1988,"AL","TOR","TOR",3,162,763,5557,1491,158
"2000",2000,1988,"AL","NYA","NYY",5,161,772,5592,1469,148
"2001",2001,1988,"AL","CLE","CLE",6,162,666,5505,1435,134
"2002",2002,1988,"AL","BAL","BAL",7,161,550,5358,1275,137
"2003",2003,1988,"AL","OAK","OAK",1,162,800,5602,1474,156
"2004",2004,1988,"AL","MIN","MIN",2,162,759,5510,1508,151
"2005",2005,1988,"AL","KCA","KCR",3,161,704,5469,1419,121
"2006",2006,1988,"AL","CAL","ANA",4,162,714,5582,1458,124
"2007",2007,1988,"AL","CHA","CHW",5,161,631,5449,1327,132
"2008",2008,1988,"AL","TEX","TEX",6,161,637,5479,1378,112
"2009",2009,1988,"AL","SEA","SEA",7,161,664,5436,1397,148
"2010",2010,1988,"NL","NYN","NYM",1,160,703,5408,1387,152
"2011",2011,1988,"NL","PIT","PIT",2,160,651,5379,1327,110
"2012",2012,1988,"NL","MON","WSN",3,163,628,5573,1400,107
"2013",2013,1988,"NL","CHN","CHC",4,163,660,5675,1481,113
"2014",2014,1988,"NL","SLN","STL",5,162,578,5518,1373,71
"2015",2015,1988,"NL","PHI","PHI",6,162,597,5403,1294,106
"2016",2016,1988,"NL","LAN","LAD",1,162,628,5431,1346,99
"2017",2017,1988,"NL","CIN","CIN",2,161,641,5426,1334,122
"2018",2018,1988,"NL","SDN","SDP",3,161,594,5366,1325,94
"2019",2019,1988,"NL","SFN","SFG",4,162,670,5450,1353,113
"2020",2020,1988,"NL","HOU","HOU",5,162,617,5494,1338,96
"2021",2021,1988,"NL","ATL","ATL",6,160,555,5440,1319,96
"2022",2022,1989,"AL","TOR","TOR",1,162,731,5581,1449,142
"2023",2023,1989,"AL","BAL","BAL",2,162,708,5440,1369,129
"2024",2024,1989,"AL","BOS","BOS",3,162,774,5666,1571,108
"2025",2025,1989,"AL","ML4","MIL",4,162,707,5473,1415,126
"2026",2026,1989,"AL","NYA","NYY",5,161,698,5458,1470,130
"2027",2027,1989,"AL","CLE","CLE",6,162,604,5463,1340,127
"2028",2028,1989,"AL","DET","DET",7,162,617,5432,1315,116
"2029",2029,1989,"AL","OAK","OAK",1,162,712,5416,1414,127
"2030",2030,1989,"AL","KCA","KCR",2,162,690,5475,1428,101
"2031",2031,1989,"AL","CAL","ANA",3,162,669,5545,1422,145
"2032",2032,1989,"AL","TEX","TEX",4,162,695,5458,1433,122
"2033",2033,1989,"AL","MIN","MIN",5,162,740,5581,1542,117
"2034",2034,1989,"AL","SEA","SEA",6,162,694,5512,1417,134
"2035",2035,1989,"AL","CHA","CHW",7,161,693,5504,1493,94
"2036",2036,1989,"NL","CHN","CHC",1,162,702,5513,1438,124
"2037",2037,1989,"NL","NYN","NYM",2,162,683,5489,1351,147
"2038",2038,1989,"NL","SLN","STL",3,164,632,5492,1418,73
"2039",2039,1989,"NL","MON","WSN",4,162,632,5482,1353,100
"2040",2040,1989,"NL","PIT","PIT",5,164,637,5539,1334,95
"2041",2041,1989,"NL","PHI","PHI",6,163,629,5447,1324,123
"2042",2042,1989,"NL","SFN","SFG",1,162,699,5469,1365,141
"2043",2043,1989,"NL","SDN","SDP",2,162,642,5422,1360,120
"2044",2044,1989,"NL","HOU","HOU",3,162,647,5516,1316,97
"2045",2045,1989,"NL","LAN","LAD",4,160,554,5465,1313,89
"2046",2046,1989,"NL","CIN","CIN",5,162,632,5520,1362,128
"2047",2047,1989,"NL","ATL","ATL",6,161,584,5463,1281,128
"2048",2048,1990,"AL","BOS","BOS",1,162,699,5516,1502,106
"2049",2049,1990,"AL","TOR","TOR",2,162,767,5589,1479,167
"2050",2050,1990,"AL","DET","DET",3,162,750,5479,1418,172
"2051",2051,1990,"AL","CLE","CLE",4,162,732,5485,1465,110
"2052",2052,1990,"AL","BAL","BAL",5,161,669,5410,1328,132
"2053",2053,1990,"AL","ML4","MIL",6,162,732,5503,1408,128
"2054",2054,1990,"AL","NYA","NYY",7,162,603,5483,1322,147
"2055",2055,1990,"AL","OAK","OAK",1,162,733,5433,1379,164
"2056",2056,1990,"AL","CHA","CHW",2,162,682,5402,1393,106
"2057",2057,1990,"AL","TEX","TEX",3,162,676,5469,1416,110
"2058",2058,1990,"AL","CAL","ANA",4,162,690,5570,1448,147
"2059",2059,1990,"AL","SEA","SEA",5,162,640,5474,1419,107
"2060",2060,1990,"AL","KCA","KCR",6,161,707,5488,1465,100
"2061",2061,1990,"AL","MIN","MIN",7,162,666,5499,1458,100
"2062",2062,1990,"NL","PIT","PIT",1,162,733,5388,1395,138
"2063",2063,1990,"NL","NYN","NYM",2,162,775,5504,1410,172
"2064",2064,1990,"NL","MON","WSN",3,162,662,5453,1363,114
"2065",2065,1990,"NL","CHN","CHC",4,162,690,5600,1474,136
"2066",2066,1990,"NL","PHI","PHI",4,162,646,5535,1410,103
"2067",2067,1990,"NL","SLN","STL",6,162,599,5462,1398,73
"2068",2068,1990,"NL","CIN","CIN",1,162,693,5525,1466,125
"2069",2069,1990,"NL","LAN","LAD",2,162,728,5491,1436,129
"2070",2070,1990,"NL","SFN","SFG",3,162,719,5573,1459,152
"2071",2071,1990,"NL","HOU","HOU",4,162,573,5379,1301,94
"2072",2072,1990,"NL","SDN","SDP",4,162,673,5554,1429,123
"2073",2073,1990,"NL","ATL","ATL",6,162,682,5504,1376,162
"2074",2074,1991,"AL","TOR","TOR",1,162,684,5489,1412,133
"2075",2075,1991,"AL","BOS","BOS",2,162,731,5530,1486,126
"2076",2076,1991,"AL","DET","DET",2,162,817,5547,1372,209
"2077",2077,1991,"AL","ML4","MIL",4,162,799,5611,1523,116
"2078",2078,1991,"AL","NYA","NYY",5,162,674,5541,1418,147
"2079",2079,1991,"AL","BAL","BAL",6,162,686,5604,1421,170
"2080",2080,1991,"AL","CLE","CLE",7,162,576,5470,1390,79
"2081",2081,1991,"AL","MIN","MIN",1,162,776,5556,1557,140
"2082",2082,1991,"AL","CHA","CHW",2,162,758,5594,1464,139
"2083",2083,1991,"AL","TEX","TEX",3,162,829,5703,1539,177
"2084",2084,1991,"AL","OAK","OAK",4,162,760,5410,1342,159
"2085",2085,1991,"AL","SEA","SEA",5,162,702,5494,1400,126
"2086",2086,1991,"AL","KCA","KCR",6,162,727,5584,1475,117
"2087",2087,1991,"AL","CAL","ANA",7,162,653,5470,1396,115
"2088",2088,1991,"NL","PIT","PIT",1,162,768,5449,1433,126
"2089",2089,1991,"NL","SLN","STL",2,162,651,5362,1366,68
"2090",2090,1991,"NL","PHI","PHI",3,162,629,5521,1332,111
"2091",2091,1991,"NL","CHN","CHC",4,160,695,5522,1395,159
"2092",2092,1991,"NL","NYN","NYM",5,161,640,5359,1305,117
"2093",2093,1991,"NL","MON","WSN",6,161,579,5412,1329,95
"2094",2094,1991,"NL","ATL","ATL",1,162,749,5456,1407,141
"2095",2095,1991,"NL","LAN","LAD",2,162,665,5408,1366,108
"2096",2096,1991,"NL","SDN","SDP",3,162,636,5408,1321,121
"2097",2097,1991,"NL","SFN","SFG",4,162,649,5463,1345,141
"2098",2098,1991,"NL","CIN","CIN",5,162,689,5501,1419,164
"2099",2099,1991,"NL","HOU","HOU",6,162,605,5504,1345,79
"2100",2100,1992,"AL","TOR","TOR",1,162,780,5536,1458,163
"2101",2101,1992,"AL","ML4","MIL",2,162,740,5504,1477,82
"2102",2102,1992,"AL","BAL","BAL",3,162,705,5485,1423,148
"2103",2103,1992,"AL","CLE","CLE",4,162,674,5620,1495,127
"2104",2104,1992,"AL","NYA","NYY",4,162,733,5593,1462,163
"2105",2105,1992,"AL","DET","DET",6,162,791,5515,1411,182
"2106",2106,1992,"AL","BOS","BOS",7,162,599,5461,1343,84
"2107",2107,1992,"AL","OAK","OAK",1,162,745,5387,1389,142
"2108",2108,1992,"AL","MIN","MIN",2,162,747,5582,1544,104
"2109",2109,1992,"AL","CHA","CHW",3,162,738,5498,1434,110
"2110",2110,1992,"AL","TEX","TEX",4,162,682,5537,1387,159
"2111",2111,1992,"AL","CAL","ANA",5,162,579,5364,1306,88
"2112",2112,1992,"AL","KCA","KCR",5,162,610,5501,1411,75
"2113",2113,1992,"AL","SEA","SEA",7,162,679,5564,1466,149
"2114",2114,1992,"NL","PIT","PIT",1,162,693,5527,1409,106
"2115",2115,1992,"NL","MON","WSN",2,162,648,5477,1381,102
"2116",2116,1992,"NL","SLN","STL",3,162,631,5594,1464,94
"2117",2117,1992,"NL","CHN","CHC",4,162,593,5590,1420,104
"2118",2118,1992,"NL","NYN","NYM",5,162,599,5340,1254,93
"2119",2119,1992,"NL","PHI","PHI",6,162,686,5500,1392,118
"2120",2120,1992,"NL","ATL","ATL",1,162,682,5480,1391,138
"2121",2121,1992,"NL","CIN","CIN",2,162,660,5460,1418,99
"2122",2122,1992,"NL","SDN","SDP",3,162,617,5476,1396,135
"2123",2123,1992,"NL","HOU","HOU",4,162,608,5480,1350,96
"2124",2124,1992,"NL","SFN","SFG",5,162,574,5456,1330,105
"2125",2125,1992,"NL","LAN","LAD",6,162,548,5368,1333,72
"2126",2126,1993,"AL","TOR","TOR",1,162,847,5579,1556,159
"2127",2127,1993,"AL","NYA","NYY",2,162,821,5615,1568,178
"2128",2128,1993,"AL","BAL","BAL",3,162,786,5508,1470,157
"2129",2129,1993,"AL","DET","DET",3,162,899,5620,1546,178
"2130",2130,1993,"AL","BOS","BOS",5,162,686,5496,1451,114
"2131",2131,1993,"AL","CLE","CLE",6,162,790,5619,1547,141
"2132",2132,1993,"AL","ML4","MIL",7,162,733,5525,1426,125
"2133",2133,1993,"AL","CHA","CHW",1,162,776,5483,1454,162
"2134",2134,1993,"AL","TEX","TEX",2,162,835,5510,1472,181
"2135",2135,1993,"AL","KCA","KCR",3,162,675,5522,1455,125
"2136",2136,1993,"AL","SEA","SEA",4,162,734,5494,1429,161
"2137",2137,1993,"AL","CAL","ANA",5,162,684,5391,1399,114
"2138",2138,1993,"AL","MIN","MIN",5,162,693,5601,1480,121
"2139",2139,1993,"AL","OAK","OAK",7,162,715,5543,1408,158
"2140",2140,1993,"NL","PHI","PHI",1,162,877,5685,1555,156
"2141",2141,1993,"NL","MON","WSN",2,163,732,5493,1410,122
"2142",2142,1993,"NL","SLN","STL",3,162,758,5551,1508,118
"2143",2143,1993,"NL","CHN","CHC",4,163,738,5627,1521,161
"2144",2144,1993,"NL","PIT","PIT",5,162,707,5549,1482,110
"2145",2145,1993,"NL","FLO","FLA",6,162,581,5475,1356,94
"2146",2146,1993,"NL","NYN","NYM",7,162,672,5448,1350,158
"2147",2147,1993,"NL","ATL","ATL",1,162,767,5515,1444,169
"2148",2148,1993,"NL","SFN","SFG",2,162,808,5557,1534,168
"2149",2149,1993,"NL","HOU","HOU",3,162,716,5464,1459,138
"2150",2150,1993,"NL","LAN","LAD",4,162,675,5588,1458,130
"2151",2151,1993,"NL","CIN","CIN",5,162,722,5517,1457,137
"2152",2152,1993,"NL","COL","COL",6,162,758,5517,1507,142
"2153",2153,1993,"NL","SDN","SDP",7,162,679,5503,1386,153
"2154",2154,1994,"AL","CHA","CHW",1,113,633,3942,1133,121
"2155",2155,1994,"AL","CLE","CLE",2,113,679,4022,1165,167
"2156",2156,1994,"AL","KCA","KCR",3,115,574,3911,1051,100
"2157",2157,1994,"AL","MIN","MIN",4,113,594,3952,1092,103
"2158",2158,1994,"AL","ML4","MIL",5,115,547,3978,1045,99
"2159",2159,1994,"AL","NYA","NYY",1,113,670,3986,1155,139
"2160",2160,1994,"AL","BAL","BAL",2,112,589,3856,1047,139
"2161",2161,1994,"AL","TOR","TOR",3,115,566,3962,1064,115
"2162",2162,1994,"AL","BOS","BOS",4,115,552,3940,1038,120
"2163",2163,1994,"AL","DET","DET",5,115,652,3955,1048,161
"2164",2164,1994,"AL","TEX","TEX",1,114,613,3983,1114,124
"2165",2165,1994,"AL","OAK","OAK",2,114,549,3885,1009,113
"2166",2166,1994,"AL","SEA","SEA",3,112,569,3883,1045,153
"2167",2167,1994,"AL","CAL","ANA",4,115,543,3943,1042,120
"2168",2168,1994,"NL","CIN","CIN",1,115,609,3999,1142,124
"2169",2169,1994,"NL","HOU","HOU",2,115,602,3955,1099,120
"2170",2170,1994,"NL","PIT","PIT",3,114,466,3864,1001,80
"2171",2171,1994,"NL","SLN","STL",3,115,535,3902,1026,108
"2172",2172,1994,"NL","CHN","CHC",5,113,500,3918,1015,109
"2173",2173,1994,"NL","MON","WSN",1,114,585,4000,1111,108
"2174",2174,1994,"NL","ATL","ATL",2,114,542,3861,1031,137
"2175",2175,1994,"NL","NYN","NYM",3,113,506,3869,966,117
"2176",2176,1994,"NL","PHI","PHI",4,115,521,3927,1028,80
"2177",2177,1994,"NL","FLO","FLA",5,115,468,3926,1043,94
"2178",2178,1994,"NL","LAN","LAD",1,114,532,3904,1055,115
"2179",2179,1994,"NL","SFN","SFG",2,115,504,3869,963,123
"2180",2180,1994,"NL","COL","COL",3,117,573,4006,1098,125
"2181",2181,1994,"NL","SDN","SDP",4,117,479,4068,1117,92
"2182",2182,1995,"AL","CLE","CLE",1,144,840,5028,1461,207
"2183",2183,1995,"AL","KCA","KCR",2,144,629,4903,1275,119
"2184",2184,1995,"AL","CHA","CHW",3,145,755,5060,1417,146
"2185",2185,1995,"AL","ML4","MIL",4,144,740,5000,1329,128
"2186",2186,1995,"AL","MIN","MIN",5,144,703,5005,1398,120
"2187",2187,1995,"AL","BOS","BOS",1,144,791,4997,1399,175
"2188",2188,1995,"AL","NYA","NYY",2,145,749,4947,1365,122
"2189",2189,1995,"AL","BAL","BAL",3,144,704,4837,1267,173
"2190",2190,1995,"AL","DET","DET",4,144,654,4865,1204,159
"2191",2191,1995,"AL","TOR","TOR",5,144,642,5036,1309,140
"2192",2192,1995,"AL","SEA","SEA",1,145,796,4996,1377,182
"2193",2193,1995,"AL","CAL","ANA",2,145,801,5019,1390,186
"2194",2194,1995,"AL","TEX","TEX",3,144,691,4913,1304,138
"2195",2195,1995,"AL","OAK","OAK",4,144,730,4916,1296,169
"2196",2196,1995,"NL","CIN","CIN",1,144,747,4903,1326,161
"2197",2197,1995,"NL","HOU","HOU",2,144,747,5097,1403,109
"2198",2198,1995,"NL","CHN","CHC",3,144,693,4963,1315,158
"2199",2199,1995,"NL","SLN","STL",4,143,563,4779,1182,107
"2200",2200,1995,"NL","PIT","PIT",5,144,629,4937,1281,125
"2201",2201,1995,"NL","ATL","ATL",1,144,645,4814,1202,168
"2202",2202,1995,"NL","NYN","NYM",2,144,657,4958,1323,125
"2203",2203,1995,"NL","PHI","PHI",2,144,615,4950,1296,94
"2204",2204,1995,"NL","FLO","FLA",4,143,673,4886,1278,144
"2205",2205,1995,"NL","MON","WSN",5,144,621,4905,1268,118
"2206",2206,1995,"NL","LAN","LAD",1,144,634,4942,1303,140
"2207",2207,1995,"NL","COL","COL",2,144,785,4994,1406,200
"2208",2208,1995,"NL","SDN","SDP",3,144,668,4950,1345,116
"2209",2209,1995,"NL","SFN","SFG",4,144,652,4971,1256,152
"2210",2210,1996,"AL","CLE","CLE",1,161,952,5681,1665,218
"2211",2211,1996,"AL","CHA","CHW",2,162,898,5644,1586,195
"2212",2212,1996,"AL","ML4","MIL",3,162,894,5662,1578,178
"2213",2213,1996,"AL","MIN","MIN",4,162,877,5673,1633,118
"2214",2214,1996,"AL","KCA","KCR",5,161,746,5542,1477,123
"2215",2215,1996,"AL","NYA","NYY",1,162,871,5628,1621,162
"2216",2216,1996,"AL","BAL","BAL",2,163,949,5689,1557,257
"2217",2217,1996,"AL","BOS","BOS",3,162,928,5756,1631,209
"2218",2218,1996,"AL","TOR","TOR",4,162,766,5599,1451,177
"2219",2219,1996,"AL","DET","DET",5,162,783,5530,1413,204
"2220",2220,1996,"AL","TEX","TEX",1,163,928,5702,1622,221
"2221",2221,1996,"AL","SEA","SEA",2,161,993,5668,1625,245
"2222",2222,1996,"AL","OAK","OAK",3,162,861,5630,1492,243
"2223",2223,1996,"AL","CAL","ANA",4,161,762,5686,1571,192
"2224",2224,1996,"NL","SLN","STL",1,162,759,5502,1468,142
"2225",2225,1996,"NL","HOU","HOU",2,162,753,5508,1445,129
"2226",2226,1996,"NL","CIN","CIN",3,162,778,5455,1398,191
"2227",2227,1996,"NL","CHN","CHC",4,162,772,5531,1388,175
"2228",2228,1996,"NL","PIT","PIT",5,162,776,5665,1509,138
"2229",2229,1996,"NL","ATL","ATL",1,162,773,5614,1514,197
"2230",2230,1996,"NL","MON","WSN",2,162,741,5505,1441,148
"2231",2231,1996,"NL","FLO","FLA",3,162,688,5498,1413,150
"2232",2232,1996,"NL","NYN","NYM",4,162,746,5618,1515,147
"2233",2233,1996,"NL","PHI","PHI",5,162,650,5499,1405,132
"2234",2234,1996,"NL","SDN","SDP",1,162,771,5655,1499,147
"2235",2235,1996,"NL","LAN","LAD",2,162,703,5538,1396,150
"2236",2236,1996,"NL","COL","COL",3,162,961,5590,1607,221
"2237",2237,1996,"NL","SFN","SFG",4,162,752,5533,1400,153
"2238",2238,1997,"AL","CLE","CLE",1,161,868,5556,1589,220
"2239",2239,1997,"AL","CHA","CHW",2,161,779,5491,1498,158
"2240",2240,1997,"AL","ML4","MIL",3,161,681,5444,1415,135
"2241",2241,1997,"AL","MIN","MIN",4,162,772,5634,1522,132
"2242",2242,1997,"AL","KCA","KCR",5,161,747,5599,1478,158
"2243",2243,1997,"AL","BAL","BAL",1,162,812,5584,1498,196
"2244",2244,1997,"AL","NYA","NYY",2,162,891,5710,1636,161
"2245",2245,1997,"AL","DET","DET",3,162,784,5481,1415,176
"2246",2246,1997,"AL","BOS","BOS",4,162,851,5781,1684,185
"2247",2247,1997,"AL","TOR","TOR",5,162,654,5473,1333,147
"2248",2248,1997,"AL","SEA","SEA",1,162,925,5614,1574,264
"2249",2249,1997,"AL","ANA","ANA",2,162,829,5628,1531,161
"2250",2250,1997,"AL","TEX","TEX",3,162,807,5651,1547,187
"2251",2251,1997,"AL","OAK","OAK",4,162,764,5589,1451,197
"2252",2252,1997,"NL","HOU","HOU",1,162,777,5502,1427,133
"2253",2253,1997,"NL","PIT","PIT",2,162,725,5503,1440,129
"2254",2254,1997,"NL","CIN","CIN",3,162,651,5484,1386,142
"2255",2255,1997,"NL","SLN","STL",4,162,689,5524,1409,144
"2256",2256,1997,"NL","CHN","CHC",5,162,687,5489,1444,127
"2257",2257,1997,"NL","ATL","ATL",1,162,791,5528,1490,174
"2258",2258,1997,"NL","FLO","FLA",2,162,740,5439,1410,136
"2259",2259,1997,"NL","NYN","NYM",3,162,777,5524,1448,153
"2260",2260,1997,"NL","MON","WSN",4,162,691,5526,1423,172
"2261",2261,1997,"NL","PHI","PHI",5,162,668,5443,1390,116
"2262",2262,1997,"NL","SFN","SFG",1,162,784,5485,1415,172
"2263",2263,1997,"NL","LAN","LAD",2,162,742,5544,1488,174
"2264",2264,1997,"NL","COL","COL",3,162,923,5603,1611,239
"2265",2265,1997,"NL","SDN","SDP",4,162,795,5609,1519,152
"2266",2266,1998,"AL","CLE","CLE",1,162,850,5616,1530,198
"2267",2267,1998,"AL","CHA","CHW",2,163,861,5585,1516,198
"2268",2268,1998,"AL","KCA","KCR",3,161,714,5546,1459,134
"2269",2269,1998,"AL","MIN","MIN",4,162,734,5641,1499,115
"2270",2270,1998,"AL","DET","DET",5,162,722,5664,1494,165
"2271",2271,1998,"AL","NYA","NYY",1,162,965,5643,1625,207
"2272",2272,1998,"AL","BOS","BOS",2,162,876,5601,1568,205
"2273",2273,1998,"AL","TOR","TOR",3,163,816,5580,1482,221
"2274",2274,1998,"AL","BAL","BAL",4,162,817,5565,1520,214
"2275",2275,1998,"AL","TBA","TBD",5,162,620,5555,1450,111
"2276",2276,1998,"AL","TEX","TEX",1,162,940,5672,1637,201
"2277",2277,1998,"AL","ANA","ANA",2,162,787,5630,1530,147
"2278",2278,1998,"AL","SEA","SEA",3,161,859,5628,1553,234
"2279",2279,1998,"AL","OAK","OAK",4,162,804,5490,1413,149
"2280",2280,1998,"NL","HOU","HOU",1,162,874,5641,1578,166
"2281",2281,1998,"NL","CHN","CHC",2,163,831,5649,1494,212
"2282",2282,1998,"NL","SLN","STL",3,163,810,5593,1444,223
"2283",2283,1998,"NL","CIN","CIN",4,162,750,5496,1441,138
"2284",2284,1998,"NL","MIL","MIL",5,162,707,5541,1439,152
"2285",2285,1998,"NL","PIT","PIT",6,163,650,5493,1395,107
"2286",2286,1998,"NL","ATL","ATL",1,162,826,5484,1489,215
"2287",2287,1998,"NL","NYN","NYM",2,162,706,5510,1425,136
"2288",2288,1998,"NL","PHI","PHI",3,162,713,5617,1482,126
"2289",2289,1998,"NL","MON","WSN",4,162,644,5418,1348,147
"2290",2290,1998,"NL","FLO","FLA",5,162,667,5558,1381,114
"2291",2291,1998,"NL","SDN","SDP",1,162,749,5490,1390,167
"2292",2292,1998,"NL","SFN","SFG",2,163,845,5628,1540,161
"2293",2293,1998,"NL","LAN","LAD",3,162,669,5459,1374,159
"2294",2294,1998,"NL","COL","COL",4,162,826,5632,1640,183
"2295",2295,1998,"NL","ARI","ARI",5,162,665,5491,1353,159
"2296",2296,1999,"AL","CLE","CLE",1,162,1009,5634,1629,209
"2297",2297,1999,"AL","CHA","CHW",2,162,777,5644,1563,162
"2298",2298,1999,"AL","DET","DET",3,161,747,5481,1433,212
"2299",2299,1999,"AL","KCA","KCR",4,161,856,5624,1584,151
"2300",2300,1999,"AL","MIN","MIN",5,161,686,5495,1450,105
"2301",2301,1999,"AL","NYA","NYY",1,162,900,5568,1568,193
"2302",2302,1999,"AL","BOS","BOS",2,162,836,5579,1551,176
"2303",2303,1999,"AL","TOR","TOR",3,162,883,5642,1580,212
"2304",2304,1999,"AL","BAL","BAL",4,162,851,5637,1572,203
"2305",2305,1999,"AL","TBA","TBD",5,162,772,5586,1531,145
"2306",2306,1999,"AL","TEX","TEX",1,162,945,5651,1653,230
"2307",2307,1999,"AL","OAK","OAK",2,162,893,5519,1430,235
"2308",2308,1999,"AL","SEA","SEA",3,162,859,5572,1499,244
"2309",2309,1999,"AL","ANA","ANA",4,162,711,5494,1404,158
"2310",2310,1999,"NL","HOU","HOU",1,162,823,5485,1463,168
"2311",2311,1999,"NL","CIN","CIN",2,163,865,5649,1536,209
"2312",2312,1999,"NL","PIT","PIT",3,161,775,5468,1417,171
"2313",2313,1999,"NL","SLN","STL",4,161,809,5570,1461,194
"2314",2314,1999,"NL","MIL","MIL",5,161,815,5582,1524,165
"2315",2315,1999,"NL","CHN","CHC",6,162,747,5482,1411,189
"2316",2316,1999,"NL","ATL","ATL",1,162,840,5569,1481,197
"2317",2317,1999,"NL","NYN","NYM",2,163,853,5572,1553,181
"2318",2318,1999,"NL","PHI","PHI",3,162,841,5598,1539,161
"2319",2319,1999,"NL","MON","WSN",4,162,718,5559,1473,163
"2320",2320,1999,"NL","FLO","FLA",5,162,691,5578,1465,128
"2321",2321,1999,"NL","ARI","ARI",1,162,908,5658,1566,216
"2322",2322,1999,"NL","SFN","SFG",2,162,872,5563,1507,188
"2323",2323,1999,"NL","LAN","LAD",3,162,793,5567,1480,187
"2324",2324,1999,"NL","SDN","SDP",4,162,710,5394,1360,153
"2325",2325,1999,"NL","COL","COL",5,162,906,5716,1644,223
"2326",2326,2000,"AL","CHA","CHW",1,162,978,5646,1615,216
"2327",2327,2000,"AL","CLE","CLE",2,162,950,5683,1639,221
"2328",2328,2000,"AL","DET","DET",3,162,823,5644,1553,177
"2329",2329,2000,"AL","KCA","KCR",4,162,879,5709,1644,150
"2330",2330,2000,"AL","MIN","MIN",5,162,748,5615,1516,116
"2331",2331,2000,"AL","NYA","NYY",1,161,871,5556,1541,205
"2332",2332,2000,"AL","BOS","BOS",2,162,792,5630,1503,167
"2333",2333,2000,"AL","TOR","TOR",3,162,861,5677,1562,244
"2334",2334,2000,"AL","BAL","BAL",4,162,794,5549,1508,184
"2335",2335,2000,"AL","TBA","TBD",5,161,733,5505,1414,162
"2336",2336,2000,"AL","OAK","OAK",1,161,947,5560,1501,239
"2337",2337,2000,"AL","SEA","SEA",2,162,907,5497,1481,198
"2338",2338,2000,"AL","ANA","ANA",3,162,864,5628,1574,236
"2339",2339,2000,"AL","TEX","TEX",4,162,848,5648,1601,173
"2340",2340,2000,"NL","SLN","STL",1,162,887,5478,1481,235
"2341",2341,2000,"NL","CIN","CIN",2,163,825,5635,1545,200
"2342",2342,2000,"NL","MIL","MIL",3,163,740,5563,1366,177
"2343",2343,2000,"NL","HOU","HOU",4,162,938,5570,1547,249
"2344",2344,2000,"NL","PIT","PIT",5,162,793,5643,1506,168
"2345",2345,2000,"NL","CHN","CHC",6,162,764,5577,1426,183
"2346",2346,2000,"NL","ATL","ATL",1,162,810,5489,1490,179
"2347",2347,2000,"NL","NYN","NYM",2,162,807,5486,1445,198
"2348",2348,2000,"NL","FLO","FLA",3,161,731,5509,1441,160
"2349",2349,2000,"NL","MON","WSN",4,162,738,5535,1475,178
"2350",2350,2000,"NL","PHI","PHI",5,162,708,5511,1386,144
"2351",2351,2000,"NL","SFN","SFG",1,162,925,5519,1535,226
"2352",2352,2000,"NL","LAN","LAD",2,162,798,5481,1408,211
"2353",2353,2000,"NL","ARI","ARI",3,162,792,5527,1466,179
"2354",2354,2000,"NL","COL","COL",4,162,968,5660,1664,161
"2355",2355,2000,"NL","SDN","SDP",5,162,752,5560,1413,157
"2356",2356,2001,"AL","CLE","CLE",1,162,897,5600,1559,212
"2357",2357,2001,"AL","MIN","MIN",2,162,771,5560,1514,164
"2358",2358,2001,"AL","CHA","CHW",3,162,798,5464,1463,214
